"","HDIM","Checked","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaiseHeight..ft.","PitFallSlice","Whereabouts","SamplingRound","NoOfVials","Comments","X"
"2373",5573,NA,"kohalaOld_07","9/20/14","C. Ewing","beating","Metrosideros polymorpha","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2374",5573,NA,"KohalaOld_KOP07","9/20/14","CE","beating-sheet","Metrosideros polymorpha","60","","","","","","",NA,"","",""
"2375",5574,NA,"kohalaOld_07","9/20/14","A. DeMarco","beating","Melicope clusiifolia","60","01:00","01:40","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2376",5574,NA,"KohalaOld_KOP07","9/20/14","AD","beating-sheet","Melicope clusiifolia","60","01:00","01:40","","","","",NA,"","",""
"2377",5575,NA,"kohalaOld_07","9/20/14","A. DeMarco","beating","Vaccinium","60","01:40","02:15","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2378",5575,NA,"KohalaOld_KOP07","9/20/14","AD","beating-sheet","Vaccinium calycinum","60","01:40","02:15","","","","",NA,"","",""
"2379",5576,NA,"kohalaOld_07","9/20/14","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2380",5576,NA,"KohalaOld_KOP07","9/20/14","CE TF AD","Malaise ground","","","","","","","","",NA,"","",""
"2381",5577,NA,"kohalaOld_07","9/20/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2382",5577,NA,"KohalaOld_KOP07","9/20/14","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2383",5578,NA,"kohalaOld_07","9/20/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2384",5578,NA,"KohalaOld_KOP07","9/20/14","CE TF AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2385",5579,NA,"kohalaOld_07","9/20/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2386",5579,NA,"KohalaOld_KOP07","9/20/14","CE TF AD","InsectaZooka","","","","","","","A","",NA,"","",""
"2387",5580,NA,"kohalaOld_07","9/20/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2388",5580,NA,"KohalaOld_KOP07","9/20/14","CE TF AD","InsectaZooka","","","","","","","C","",NA,"","",""
"2389",5581,NA,"kohalaOld_07","9/20/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2390",5581,NA,"KohalaOld_KOP07","9/20/14","CE TF AD","InsectaZooka","","","","","","","E","",NA,"","",""
"2391",5582,NA,"kohalaOld_07","9/20/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2392",5582,NA,"KohalaOld_KOP07","9/20/14","CE TF AD","pitfall trap","","","","","","","B","",NA,"","",""
"2393",5583,NA,"kohalaOld_07","9/20/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2394",5583,NA,"KohalaOld_KOP07","9/20/14","CE TF AD","pitfall trap","","","","","","","D","",NA,"","",""
"2395",5584,NA,"kohalaOld_07","9/20/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2396",5584,NA,"KohalaOld_KOP07","9/20/14","CE TF AD","pitfall trap","","","","","","","F","",NA,"","",""
"2397",5585,NA,"escape_89","10/2/14","A. DeMarco, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"","added by Andy from Curtis' database",""
"2398",5585,NA,"EscapeRd_89","10/2/14","AD TF","litter sifting-Berlese","","","","","","","A","",NA,"","",""
"2399",5586,NA,"escape_89","10/2/14","A. DeMarco, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","added by Andy from Curtis' database",""
"2400",5586,NA,"EscapeRd_89","10/2/14","AD TF","litter sifting-Berlese","","","","","","","C","",NA,"","",""
"2401",5587,NA,"escape_89","10/2/14","A. DeMarco, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","added by Andy from Curtis' database",""
"2402",5587,NA,"EscapeRd_89","10/2/14","AD TF","litter sifting-Berlese","","","","","","","E","",NA,"","",""
"2403",5588,NA,"escape_89","10/2/14","A. DeMarco, T. Fezza","soil extraction","","","","","","","A","Wellman 220",1,"","added by Andy from Curtis' database",""
"2404",5588,NA,"EscapeRd_89","10/2/14","AD TF","soil extraction","","","","","","","A","",NA,"","",""
"2405",5589,NA,"escape_87","10/2/14","A. DeMarco, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"","added by Andy from Curtis' database",""
"2406",5589,NA,"EscapeRd_87","10/2/14","AD TF","litter sifting-Berlese","","","","","","","A","",NA,"","",""
"2407",5590,NA,"escape_87","10/2/14","A. DeMarco, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","added by Andy from Curtis' database",""
"2408",5590,NA,"EscapeRd_87","10/2/14","AD TF","litter sifting-Berlese","","","","","","","C","",NA,"","",""
"2409",5591,NA,"escape_87","10/2/14","A. DeMarco, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","added by Andy from Curtis' database",""
"2410",5591,NA,"EscapeRd_87","10/2/14","AD TF","litter sifting-Berlese","","","","","","","E","",NA,"","",""
"2411",5592,NA,"escape_87","10/2/14","A. DeMarco, T. Fezza","soil extraction","","","","","","","C","Wellman 220",1,"2","added by Andy from Curtis' database",""
"2412",5592,NA,"EscapeRd_87","10/2/14","AD TF","soil extraction","","","","","","","C","",NA,"","",""
"2413",5593,NA,"escape_90","10/2/14","A. DeMarco, T. Fezza","leaf litter","","","","","","","A","Wellman 220",1,"","added by Andy from Curtis' database",""
"2414",5593,NA,"EscapeRd_90","10/2/14","AD TF","litter sifting-Berlese","","","","","","","A","",NA,"","",""
"2415",5594,NA,"escape_90","10/2/14","A. DeMarco, T. Fezza","leaf litter","","","","","","","C","Wellman 220",1,"","added by Andy from Curtis' database",""
"2416",5594,NA,"EscapeRd_90","10/2/14","AD TF","litter sifting-Berlese","","","","","","","C","",NA,"","",""
"2417",5595,NA,"escape_90","10/2/14","A. DeMarco, T. Fezza","leaf litter","","","","","","","E","Wellman 220",1,"","added by Andy from Curtis' database",""
"2418",5595,NA,"EscapeRd_90","10/2/14","AD TF","litter sifting-Berlese","","","","","","","E","",NA,"","",""
"2419",5596,NA,"escape_90","10/2/14","A. DeMarco, T. Fezza","soil extraction","","","","","","","C","Wellman 220",1,"","DUPLICATE HDIM; added by Andy from Curtis' database",""
"2420",5596,NA,"EscapeRd_90","10/2/14","AD TF","soil extraction","","","","","","","C","",NA,"","",""
"2421",5597,NA,"thurston_12","10/20/14","A. DeMarco, C. Ewing","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2422",5597,NA,"Thurston_12","10/20/14","AD CE","Malaise canopy UP","","","","","","","","",NA,"","",""
"2423",5598,NA,"thurston_12","10/20/14","A. DeMarco, C. Ewing","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2424",5598,NA,"Thurston_12","10/20/14","AD CE","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2425",5599,NA,"thurston_08","10/20/14","A. DeMarco, C. Ewing","ground malaise","","","","","","","","UHH",1,"","added by Andy from Curtis' database",""
"2426",5599,NA,"Thurston_08","10/20/14","AD CE","Malaise ground","","","","","","","","",NA,"","",""
"2427",5600,NA,"thurston_08","10/20/14","A. DeMarco, C. Ewing","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2428",5600,NA,"Thurston_08","10/20/14","AD CE","Malaise canopy UP","","","","","","","","",NA,"","",""
"2429",5601,NA,"thurston_08","10/20/14","A. DeMarco, C. Ewing","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2430",5601,NA,"Thurston_08","10/20/14","AD CE","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2431",5602,NA,"thurston_06","10/20/14","A. DeMarco, C. Ewing","ground malaise","","","","","","","","UHH",1,"","added by Andy from Curtis' database",""
"2432",5602,NA,"Thurston_06","10/20/14","AD CE","Malaise ground","","","","","","","","",NA,"","",""
"2433",5603,NA,"thurston_06","10/20/14","A. DeMarco, C. Ewing","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2434",5603,NA,"Thurston_06","10/20/14","AD CE","Malaise canopy UP","","","","","","","","",NA,"","",""
"2435",5604,NA,"thurston_06","10/20/14","A. DeMarco, C. Ewing","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2436",5604,NA,"Thurston_06","10/20/14","AD CE","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2437",5606,NA,"thurston_05","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2438",5606,NA,"Thurston_05","10/22/14","CE TF AM AD","Malaise canopy UP","","","","","","","","",NA,"","5607",""
"2439",5607,NA,"thurston_05","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2440",5607,NA,"Thurston_05","10/22/14","CE TF AM AD","Malaise Canopy DN","","","","","","","","",NA,"","5608",""
"2441",5608,NA,"thurston_05","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","ground malaise","","","","","","","","UHH",1,"","added by Andy from Curtis' database",""
"2442",5608,NA,"Thurston_05","10/22/14","CE TF AM AD","Malaise ground","","","","","","","","",NA,"","5606",""
"2443",5609,NA,"thurston_08","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","pitfall","","","","","","","B","UHH",1,"","added by Andy from Curtis' database",""
"2444",5609,NA,"Thurston_08","10/22/14","CE TF AM AD","pitfall trap","","","","","","","B","",NA,"","",""
"2445",5610,NA,"thurston_08","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","pitfall","","","","","","","D","UHH",1,"","added by Andy from Curtis' database",""
"2446",5610,NA,"Thurston_08","10/22/14","CE TF AM AD","pitfall trap","","","","","","","D","",NA,"","",""
"2447",5611,NA,"thurston_08","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","pitfall","","","","","","","F","UHH",1,"","added by Andy from Curtis' database",""
"2448",5611,NA,"Thurston_08","10/22/14","CE TF AM AD","pitfall trap","","","","","","","F","",NA,"","",""
"2449",5612,NA,"thurston_06","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","InsectaZooka","","","","","","","A","Wellman 220",1,"","added by Andy from Curtis' database",""
"2450",5613,NA,"thurston_06","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","InsectaZooka","","","","","","","C","Wellman 220",1,"","added by Andy from Curtis' database",""
"2451",5614,NA,"thurston_06","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","InsectaZooka","","","","","","","E","UHH",1,"","added by Andy from Curtis' database",""
"2452",5614,NA,"Thurston_06","10/22/14","CE TF AM AD","InsectaZooka","","","","","","","E","",NA,"","",""
"2453",5615,NA,"thurston_04","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","ground malaise","","","","","","","","UHH",1,"","added by Andy from Curtis' database",""
"2454",5615,NA,"Thurston_04","10/22/14","CE TF AM AD","Malaise ground","","","","","","","","",NA,"","",""
"2455",5616,NA,"thurston_04","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2456",5616,NA,"Thurston_04","10/22/14","CE TF AM AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2457",5617,NA,"thurston_04","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2458",5617,NA,"Thurston_04","10/22/14","CE TF AM AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2459",5618,NA,"thurston_04","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","pitfall","","","","","","","B","UHH",1,"","added by Andy from Curtis' database",""
"2460",5618,NA,"Thurston_04","10/22/14","CE TF AM AD","pitfall trap","","","","","","","B","",NA,"","",""
"2461",5619,NA,"thurston_04","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","pitfall","","","","","","","D","UHH",1,"","added by Andy from Curtis' database",""
"2462",5619,NA,"Thurston_04","10/22/14","CE TF AM AD","pitfall trap","","","","","","","D","",NA,"","",""
"2463",5620,NA,"thurston_04","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","pitfall","","","","","","","F","UHH",1,"","added by Andy from Curtis' database",""
"2464",5620,NA,"Thurston_04","10/22/14","CE TF AM AD","pitfall trap","","","","","","","F","",NA,"","",""
"2465",5621,NA,"thurston_04","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","InsectaZooka","","","","","","","A","Wellman 220",1,"","added by Andy from Curtis' database",""
"2466",5622,NA,"thurston_04","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","InsectaZooka","","","","","","","C","Wellman 220",1,"","added by Andy from Curtis' database",""
"2467",5623,NA,"thurston_04","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","InsectaZooka","","","","","","","E","UHH",1,"","added by Andy from Curtis' database",""
"2468",5623,NA,"Thurston_04","10/22/14","CE TF AM AD","InsectaZooka","","","","","","","E","",NA,"","",""
"2469",5625,NA,"thurston_01","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2470",5625,NA,"Thurston_01","10/22/14","CE TF AM AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2471",5626,NA,"thurston_01","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2472",5626,NA,"Thurston_01","10/22/14","CE TF AM AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2473",5627,NA,"thurston_01","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","pitfall","","","","","","","B","UHH",1,"","added by Andy from Curtis' database",""
"2474",5627,NA,"Thurston_01","10/22/14","CE TF AM AD","pitfall trap","","","","","","","B","",NA,"","",""
"2475",5628,NA,"thurston_01","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","pitfall","","","","","","","D","UHH",1,"","added by Andy from Curtis' database",""
"2476",5628,NA,"Thurston_01","10/22/14","CE TF AM AD","pitfall trap","","","","","","","D","",NA,"","",""
"2477",5629,NA,"thurston_01","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","pitfall","","","","","","","F","UHH",1,"","added by Andy from Curtis' database",""
"2478",5629,NA,"Thurston_01","10/22/14","CE TF AM AD","pitfall trap","","","","","","","F","",NA,"","",""
"2479",5630,NA,"thurston_01","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","InsectaZooka","","","","","","","A","UHH",1,"","added by Andy from Curtis' database",""
"2480",5630,NA,"Thurston_01","10/22/14","CE TF AM AD","InsectaZooka","","","","","","","A","",NA,"","",""
"2481",5631,NA,"thurston_01","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","InsectaZooka","","","","","","","C","UHH",1,"","added by Andy from Curtis' database",""
"2482",5631,NA,"Thurston_01","10/22/14","CE TF AM AD","InsectaZooka","","","","","","","C","",NA,"","",""
"2483",5632,NA,"thurston_01","10/22/14","C. Ewing, T. Fezza, A. Miller, A. DeMarco","InsectaZooka","","","","","","","E","UHH",1,"","added by Andy from Curtis' database",""
"2484",5632,NA,"Thurston_01","10/22/14","CE TF AM AD","InsectaZooka","","","","","","","E","",NA,"","",""
"2485",5633,NA,"escape_87","10/23/14","A. DeMarco, C. Ewing, B. Cote","ground malaise","","","","","","","","UHH",1,"","added by Andy from Curtis' database",""
"2486",5633,NA,"EscapeRd_87","10/23/14","CE BC AD","Malaise ground","","","","","","","","",NA,"","",""
"2487",5634,NA,"escape_87","10/23/14","A. DeMarco, C. Ewing, B. Cote","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2488",5634,NA,"EscapeRd_87","10/30/14","CE BC AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2489",5635,NA,"escape_87","10/23/14","A. DeMarco, C. Ewing, B. Cote","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2490",5635,NA,"EscapeRd_87","10/23/14","CE BC AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2491",5636,NA,"escape_89","10/23/14","A. DeMarco, C. Ewing, B. Cote","ground malaise","","","","","","","","UHH",1,"","added by Andy from Curtis' database",""
"2492",5636,NA,"EscapeRd_89","10/23/14","CE BC AD","Malaise ground","","","","","","","","",NA,"","",""
"2493",5637,NA,"escape_89","10/23/14","A. DeMarco, C. Ewing, B. Cote","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2494",5637,NA,"EscapeRd_89","10/30/14","CE BC AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2495",5638,NA,"escape_89","10/23/14","A. DeMarco, C. Ewing, B. Cote","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2496",5638,NA,"EscapeRd_89","10/23/14","CE BC AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2497",5639,NA,"escape_90","10/23/14","A. DeMarco, C. Ewing, B. Cote","ground malaise","","","","","","","","UHH",1,"","added by Andy from Curtis' database",""
"2498",5639,NA,"EscapeRd_90","10/23/14","CE BC AD","Malaise ground","","","","","","","","",NA,"","",""
"2499",5640,NA,"escape_90","10/23/14","A. DeMarco, C. Ewing, B. Cote","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2500",5640,NA,"EscapeRd_90","10/30/14","CE BC AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2501",5641,NA,"escape_90","10/23/14","A. DeMarco, C. Ewing, B. Cote","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2502",5641,NA,"EscapeRd_90","10/23/14","CE BC AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2503",5642,NA,"escape_87","10/23/14","A. DeMarco, C. Ewing, B. Cote","pitfall","","","","","","","B","UHH",1,"","added by Andy from Curtis' database",""
"2504",5642,NA,"Thurston_12","10/20/14","AD CE","Malaise ground","","","","","","","","",NA,"","",""
"2505",5643,NA,"escape_87","10/23/14","A. DeMarco, C. Ewing, B. Cote","pitfall","","","","","","","","UHH",1,"","added by Andy from Curtis' database",""
"2506",5643,NA,"EscapeRd_87","10/30/14","CE BC AD","pitfall trap","","","","","","","D","",NA,"","",""
"2507",5644,NA,"escape_87","10/23/14","A. DeMarco, C. Ewing, B. Cote","pitfall","","","","","","","F","UHH",1,"","added by Andy from Curtis' database",""
"2508",5644,NA,"EscapeRd_87","10/30/14","CE BC AD","pitfall trap","","","","","","","F","",NA,"","",""
"2509",5645,NA,"escape_89","10/23/14","A. DeMarco, C. Ewing, B. Cote","pitfall","","","","","","","B","UHH",1,"","added by Andy from Curtis' database",""
"2510",5645,NA,"EscapeRd_89","10/30/14","CE BC AD","pitfall trap","","","","","","","B","",NA,"","",""
"2511",5646,NA,"escape_89","10/23/14","A. DeMarco, C. Ewing, B. Cote","pitfall","","","","","","","","UHH",1,"","added by Andy from Curtis' database",""
